Make,Model,Year,Price,Mileage,Body Type,Location,Anomaly_Score,Is_Anomaly
lexus,lx600,2017,721509,16864,SUV,Dubai,0.08556852487234146,False
mercedes-benz,g-class,2015,961975,231485,SUV,Dubai,0.09188229340332654,False
bmw,x5,2021,88139,294007,SUV,Dubai,0.12538001955258715,False
lexus,nx-200t,2019,107729,219577,SUV,Dubai,0.18236007979376,False
toyota,prado,2013,96083,168333,SUV,Ajman,0.21805765698638158,False
ford,mustang,2019,20069,252053,Coupe,Dubai,0.17561843323916315,False
jeep,wrangler-unlimited,2008,436156,28643,SUV,Dubai,0.11498426835017672,False
chevrolet,tahoe,2019,114285,56792,SUV,Dubai,0.16894143986019283,False
nissan,sentra,2019,32272,33352,Sedan,Dubai,0.17026474146043963,False
honda,city,2022,45435,188029,Sedan,Dubai,0.17993369257406855,False
honda,hr-v,2008,74288,115943,SUV,Dubai,0.18654169204251425,False
mercedes-benz,gt,2019,414063,72608,Coupe,Dubai,0.15210204237532843,False
ford,explorer,2019,57220,103509,SUV,Dubai,0.20432065905000557,False
mercedes-benz,sl-class,2010,133504,214994,Hard Top Convertible,Dubai,0.18143436426692383,False
chevrolet,tahoe,2012,140385,154326,SUV,Dubai,0.19082628094830728,False
toyota,land-cruiser,2009,190618,181611,SUV,Dubai,0.17814013449254767,False
jeep,grand-cherokee,2024,297065,184807,SUV,Dubai,0.12671417949045405,False
porsche,macan,2010,193108,84501,SUV,Dubai,0.06145509800410087,False
nissan,armada,2019,207636,123914,SUV,Sharjah,0.1792678129929799,False
mercedes-benz,cls-class,2008,565976,40681,Coupe,Dubai,0.10235497386755554,False
toyota,prado,2022,194716,116074,SUV,Dubai,0.18057935747515008,False
infiniti,fx45fx35,2008,53015,177977,SUV,Dubai,0.19956641324360885,False
nissan,sunny,2021,39238,161838,Sedan,Dubai,0.1880823226329344,False
chevrolet,captiva,2010,81526,106460,SUV,Dubai,0.20246155098774454,False
audi,e-tron,2013,436324,225163,Sedan,Dubai,0.15740816207172287,False
maserati,quattroporte,2012,128404,195478,Sedan,Dubai,0.06074703984714369,False
mercedes-benz,s-class,2009,174706,80761,Sedan,Sharjah,0.1729110183822844,False
audi,q5,2008,46904,36747,SUV,Dubai,0.16182230228449979,False
mercedes-benz,s-class,2011,34542,243780,Sedan,Dubai,0.19162784590349796,False
chevrolet,silverado,2008,121672,21784,SUV,Sharjah,0.1639074968776646,False
dodge,charger,2009,57228,14788,Sedan,Dubai,0.16447131163646134,False
dodge,challenger,2008,123349,220580,Coupe,Dubai,0.19047954538498774,False
gmc,sierra,2009,80067,170870,Pick Up Truck,Dubai,0.18246085585773647,False
dodge,charger,2013,94394,77717,Sedan,Dubai,0.21711935119850428,False
toyota,hilux,2024,95008,165582,SUV,Abu Dhabi,0.1413707976184152,False
jeep,wrangler-unlimited,2024,91758,158484,SUV,Dubai,0.16603211666891377,False
bmw,3-series,2006,178900,253115,Sedan,Dubai,0.13669316550334837,False
kia,sportage,2022,54695,27332,SUV,Dubai,0.14361404052615612,False
bmw,7-series,2019,352262,190754,Sedan,Dubai,0.16483432914467455,False
bmw,z4,2009,202445,248259,Soft Top Convertible,Dubai,0.1585517971240607,False
dodge,charger,2014,71484,127998,Sedan,Dubai,0.2130831824814658,False
audi,q7,2020,19935,74295,SUV,Dubai,0.18990217966822454,False
lexus,ls-series,2017,47473,89345,Sedan,Sharjah,0.18604989998837784,False
nissan,x-trail,2024,53891,282621,SUV,Dubai,0.11239608328030559,False
bmw,x5,2024,19831,260057,SUV,Dubai,0.13355332013548427,False
jeep,wrangler,2018,125879,31652,SUV,Dubai,0.1868888473545331,False
lexus,is-series,2021,22373,281233,Sedan,Sharjah,0.15758327397354815,False
audi,s3rs3,2023,201707,54310,Hatchback,Dubai,0.12313295167055283,False
mercedes-benz,c-class,2005,171199,258198,Coupe,Dubai,0.12508961638472704,False
nissan,patrol,2008,119430,110640,SUV,Sharjah,0.2015130553272627,False
jeep,grand-cherokee,2021,86027,221775,SUV,Dubai,0.1674298110513346,False
mercedes-benz,e-class,2018,193325,97206,Sedan,Dubai,0.17118451152501296,False
mercedes-benz,s-class,2014,1166157,166319,Sedan,Dubai,0.07404190328523375,False
bentley,continental,2022,109275,62236,Coupe,Dubai,-0.024494393873806586,True
mercedes-benz,gle-coupe,2011,337414,117394,SUV,Dubai,0.1725794687743819,False
mitsubishi,pajero,2007,44212,258053,SUV,Dubai,0.17428877725698722,False
lexus,rx-series,2015,59499,33361,SUV,Dubai,0.19184131680135402,False
mercedes-benz,e-class,2013,20393,38061,Sedan,Dubai,0.18880689773095527,False
dodge,challenger,2013,162688,189489,Coupe,Abu Dhabi,0.1930601093778216,False
rolls-royce,cullinan,2019,2455871,82754,SUV,Dubai,-0.06837385676567076,True
dodge,challenger,2011,40858,211550,Coupe,Dubai,0.20559353222932414,False
mercedes-benz,glc,2021,189555,299421,SUV,Dubai,0.10943874364424488,False
toyota,fj-cruiser,2017,62528,56524,SUV,Abu Dhabi,0.19810082500489856,False
toyota,fortuner,2017,54669,201012,SUV,Dubai,0.20122544144063836,False
chevrolet,cruze,2018,14507,225549,Sedan,Sharjah,0.17838108534473868,False
mercedes-benz,a-class,2006,142087,267494,Sedan,Dubai,0.13575667655757123,False
mercedes-benz,s-class,2016,645423,261564,Coupe,Dubai,0.11959846402092933,False
mercedes-benz,s-class,2020,172674,170850,Sedan,Dubai,0.18155954796328355,False
infiniti,fx45fx35,2018,9877,183146,SUV,Dubai,0.20259178713612475,False
mercedes-benz,c-class,2018,48315,42311,Sedan,Dubai,0.18023858884225552,False
bmw,7-series,2010,101956,237096,Sedan,Abu Dhabi,0.17923358984530058,False
kia,sportage,2009,47316,225489,SUV,Sharjah,0.18571129696220545,False
alfa-romeo,giulia,2017,100379,31032,Sedan,Dubai,0.17537925975610363,False
volkswagen,teramont,2019,153323,104994,SUV,Dubai,0.2008188627835717,False
bmw,x1,2016,126573,160393,SUV,Dubai,0.19889073623047043,False
hyundai,tucson,2021,36136,198032,SUV,Dubai,0.1843651298508941,False
mercedes-benz,c-class,2021,118751,10013,Sedan,Dubai,0.1320750846933969,False
bmw,7-series,2022,147369,172589,Sedan,Dubai,0.19014711675853901,False
porsche,cayenne,2017,236122,79145,SUV,Dubai,0.059294237756612245,False
mini,cooper,2017,63096,245172,Hatchback,Dubai,0.19387934741813134,False
nissan,altima,2020,33311,133763,Sedan,Sharjah,0.18687002904986066,False
renault,captur,2021,30849,184323,Hatchback,Dubai,0.19006599044247569,False
volkswagen,jetta,2013,34064,54359,Sedan,Dubai,0.18999347327495875,False
dodge,charger,2017,46790,48324,Sports Car,Ajman,0.17308630012137383,False
toyota,land-cruiser-76-series,2014,112198,250950,Pick Up Truck,Dubai,0.19770001224161687,False
land-rover,range-rover,2007,229352,43739,SUV,Dubai,0.1371056112433658,False
mitsubishi,pajero,2024,41389,13111,SUV,Dubai,0.1234376281972539,False
cadillac,escalade,2014,489515,109263,SUV,Dubai,0.1535633645393426,False
lexus,nx-300,2024,96568,297830,SUV,Dubai,0.09878982387335755,False
mercedes-benz,m-class,2018,68261,116891,SUV,Dubai,0.20949903975673706,False
volkswagen,golfr,2013,147286,42539,SUV,Dubai,0.17608808820890687,False
dodge,durango,2008,51204,221576,SUV,Dubai,0.16641320736313325,False
renault,captur,2021,43752,255069,SUV,Dubai,0.17377767408695705,False
toyota,hilux,2017,65648,45330,Pick Up Truck,Sharjah,0.1889411039902858,False
bmw,x3,2006,156761,104825,SUV,Dubai,0.15177181199459455,False
mercedes-benz,c-class,2017,51741,51069,Sedan,Dubai,0.19758195970979464,False
hyundai,tucson,2006,120284,223201,SUV,Dubai,0.15676820243004097,False
volkswagen,id4,2018,148019,94962,Crossover,Dubai,0.1870787928954032,False
lexus,rx-series,2024,168462,168705,SUV,Dubai,0.1562148100647719,False
mitsubishi,lancer,2005,26682,170843,Sedan,Dubai,0.15181407336297775,False
honda,civic,2014,57068,155616,Sedan,Dubai,0.20787793916241654,False
audi,q5,2015,62295,186138,SUV,Dubai,0.20955664039067018,False
lexus,gs-series,2024,83308,191741,Sedan,Sharjah,0.16549482898776863,False
mercedes-benz,s-class,2021,459609,83754,Sedan,Dubai,0.13618644193967377,False
hyundai,santa-fe,2006,83380,253657,SUV,Sharjah,0.1573995164236282,False
mercedes-benz,c-class,2007,22730,279380,Sedan,Dubai,0.13518462672818238,False
bmw,x5,2022,114712,202152,SUV,Dubai,0.16809991458268592,False
volkswagen,other,2018,127819,73660,Crossover,Dubai,0.19260397667101642,False
mercedes-benz,e-class,2009,65040,137659,Sedan,Dubai,0.18202692937505605,False
mercedes-benz,e-class,2024,388647,218773,Sedan,Dubai,0.11297012857656663,False
ford,mustang,2021,124345,107273,Soft Top Convertible,Dubai,0.17940322138246012,False
lexus,lx-series,2012,94017,43921,SUV,Dubai,0.173233372220452,False
chevrolet,camaro,2009,180383,177177,Coupe,Dubai,0.1793638231942326,False
bmw,m3,2020,497679,282611,Sedan,Dubai,0.11184338941649652,False
nissan,altima,2024,65545,181988,Sedan,Dubai,0.14829658827428727,False
cadillac,escalade,2019,135428,217631,SUV,Dubai,0.17474911252568714,False
toyota,hiace,2024,117275,66607,Van,Dubai,0.15624694463666117,False
dodge,charger,2005,121627,63476,Sports Car,Dubai,0.13269174992499705,False
nissan,patrol,2008,124017,63898,SUV,Dubai,0.16853118512826226,False
tesla,model-3,2023,189134,68107,Sedan,Dubai,0.13370029143555673,False
lexus,is-series,2023,39522,241068,Sedan,Dubai,0.17183505433807417,False
ford,f-series-pickup,2022,227155,76145,Pick Up Truck,Dubai,0.16863898914709669,False
nissan,sentra,2020,31784,39650,Sedan,Dubai,0.16422051039753782,False
suzuki,baleno,2019,46547,127598,Hatchback,Dubai,0.19041471915481212,False
nissan,patrol,2007,154327,166492,SUV,Dubai,0.18536425885623653,False
mercedes-benz,amg,2010,616817,96951,Coupe,Dubai,0.12901857412795192,False
land-rover,range-rover-sport,2014,226836,18640,SUV,Dubai,0.16053487072614891,False
dodge,challenger,2013,87604,52368,Sports Car,Dubai,0.17826436413381236,False
mercedes-benz,g-class,2021,1067650,17359,SUV,Dubai,0.036965956011207,False
mitsubishi,attrage,2009,42090,290874,SUV,Dubai,0.09962457002684622,False
toyota,hilux,2011,87986,157336,Pick Up Truck,Dubai,0.20473924678708788,False
cadillac,ats,2020,56270,221097,Sedan,Dubai,0.18348959517243363,False
mercedes-benz,c-class,2015,101229,205407,Sedan,Sharjah,0.20053134418506557,False
infiniti,q80,2013,65781,96399,SUV,Dubai,0.19003801706962986,False
audi,q7,2019,200961,297137,SUV,Dubai,0.14245410599189906,False
ford,mustang,2021,72276,103621,Sports Car,Dubai,0.18012385455069724,False
lexus,lx-series,2008,140812,237955,SUV,Dubai,0.17094802180391083,False
audi,s8,2014,424091,203780,Sedan,Abu Dhabi,0.16156772146953924,False
toyota,prado,2009,68065,44700,SUV,Dubai,0.18558255800446166,False
mercedes-benz,e-class,2020,77029,61792,Sedan,Dubai,0.17787795742370466,False
mitsubishi,montero,2008,60870,284345,SUV,Dubai,0.15996458477982578,False
bmw,x5,2013,240076,10968,SUV,Dubai,0.14728366611777421,False
mercedes-benz,g-class,2007,1022382,245416,SUV,Dubai,0.05833734370498056,False
porsche,cayman,2010,434304,264819,Coupe,Dubai,0.02604810073518027,False
mercedes-benz,g-class,2013,263535,115970,SUV,Dubai,0.19237484614176154,False
jeep,wrangler-unlimited,2016,98804,244679,Hard Top Convertible,Dubai,0.20109410357861568,False
toyota,yaris,2023,45892,106167,Sedan,Dubai,0.16502649937732577,False
chevrolet,corvette,2014,42447,81078,Coupe,Dubai,0.18370694427928919,False
mercedes-benz,c-class,2006,42542,11652,Sedan,Dubai,0.13306678733659671,False
lincoln,mkx,2008,42129,262061,SUV,Dubai,0.17630074667317613,False
ferrari,scaglietti,2017,297912,74211,Coupe,Dubai,-0.013363352888988156,True
nissan,altima,2011,24952,18709,Sedan,Dubai,0.1606439760918969,False
toyota,prado,2014,111347,215705,SUV,Dubai,0.21017079283225604,False
lexus,ls-series,2023,29752,33078,Sedan,Abu Dhabi,0.12588085865402387,False
hyundai,elantra,2005,25438,230293,Sedan,Dubai,0.1398260728408705,False
mercedes-benz,g-class,2011,688181,94451,SUV,Dubai,0.02079171253894485,False
nissan,murano,2015,41970,26006,SUV,Dubai,0.18819407894691093,False
gmc,acadia,2011,25670,221834,SUV,Abu Dhabi,0.1953776547506338,False
hyundai,sonata,2019,27526,115833,Sedan,Sharjah,0.18717983138740069,False
mercedes-benz,g-class,2012,862889,182460,SUV,Dubai,0.10956296997259163,False
land-rover,range-rover,2006,25249,245048,SUV,Dubai,0.1299062562124258,False
ford,bronco,2015,379027,185399,SUV,Dubai,0.16497974717568875,False
mitsubishi,montero-sport,2005,77176,175210,SUV,Dubai,0.1651327475642561,False
bentley,continental-flying-spur,2010,305492,167085,Sedan,Dubai,-0.012470222519611496,True
bentley,mulsanne,2015,1729872,104826,Sedan,Dubai,0.0021400484455273983,False
nissan,patrol,2023,164576,225928,SUV,Dubai,0.1493727286769943,False
toyota,tundra,2017,125459,137975,SUV,Ajman,0.19866643357047492,False
bmw,3-series,2005,45068,259903,Coupe,Dubai,0.13831023974355322,False
chevrolet,cruze,2009,29852,87237,Sedan,Dubai,0.18446834590525435,False
lamborghini,urus,2014,1339624,177914,SUV,Dubai,0.0270781541415408,False
porsche,boxster,2023,51691,41117,Soft Top Convertible,Dubai,0.019964535130654215,False
bmw,7-series,2007,50829,128004,Sedan,Dubai,0.15520237862009723,False
lexus,ls-series,2017,12812,163650,Sedan,Dubai,0.17816669658634043,False
dodge,durango,2010,75039,90162,SUV,Dubai,0.21024664101937873,False
nissan,van,2006,56448,142447,Van,Dubai,0.17188605097979365,False
nissan,patrol,2024,181601,156212,SUV,Dubai,0.15290035276244962,False
land-rover,range-rover,2015,486173,278446,SUV,Dubai,0.12233300561541371,False
bmw,4-series,2007,134318,265326,Hard Top Convertible,Dubai,0.1707853164907212,False
porsche,cayenne,2006,142285,265544,Other,Dubai,0.021724470221374026,False
porsche,cayenne,2020,713398,85123,Sedan,Dubai,0.04213015090416583,False
audi,a6,2023,33477,103061,Sedan,Dubai,0.16014087992200987,False
mercedes-benz,e-class,2009,450920,51238,Sedan,Dubai,0.1238887677012096,False
porsche,cayenne,2023,62406,257564,SUV,Abu Dhabi,0.010496438409769993,False
chevrolet,silverado,2016,93626,116027,Utility Truck,Dubai,0.19465830066518836,False
hyundai,santa-fe,2015,53919,82123,SUV,Dubai,0.19969940348759901,False
land-rover,range-rover,2022,355034,188073,SUV,Dubai,0.1488885361816361,False
ford,pickup,2017,190705,238386,Pick Up Truck,Al Ain,0.17727401070973425,False
chevrolet,cavalier,2020,69009,258930,Coupe,Dubai,0.173961752804907,False
mercedes-benz,c-class,2020,50616,118974,Sedan,Dubai,0.18628579503689446,False
porsche,cayenne,2010,112096,75066,SUV,Dubai,0.05088454515773755,False
lamborghini,other,2020,1061627,35456,Hard Top Convertible,Dubai,-0.031677709372678775,True
kia,stinger,2016,65723,221815,Sedan,Dubai,0.20611880797942267,False
renault,megane,2022,48565,113080,Coupe,Dubai,0.1706065575539067,False
nissan,maxima,2012,50445,258244,Sedan,Sharjah,0.1915426134997097,False
ford,pickup,2021,324037,277603,Pick Up Truck,Dubai,0.13238137255246385,False
dodge,charger,2010,51036,278578,Sedan,Dubai,0.17541288400616956,False
land-rover,range-rover,2018,1346655,168960,SUV,Dubai,0.0503265015991301,False
dodge,challenger,2011,97365,131752,Coupe,Dubai,0.19239018995528712,False
bmw,x2,2015,117223,188231,Crossover,Dubai,0.20336185435688753,False
toyota,tacoma,2024,70738,269619,Pick Up Truck,Ajman,0.13893090575742734,False
citroen,c5,2015,127396,220641,SUV,Dubai,0.18823807107996116,False
jeep,grand-cherokee,2006,76553,209323,SUV,Dubai,0.178238056009986,False
toyota,land-cruiser,2019,120538,17916,SUV,Abu Dhabi,0.17366424661802138,False
mercedes-benz,e-class,2017,169297,253922,Coupe,Sharjah,0.18899408374858245,False
gmc,yukon,2005,271351,240911,SUV,Dubai,0.11789964265825115,False
lexus,lx-series,2012,76604,125929,SUV,Sharjah,0.18893240484972146,False
jeep,wrangler,2019,62577,169655,SUV,Dubai,0.2063501122639328,False
mercedes-benz,gl-class,2017,80773,136680,SUV,Dubai,0.1935236015000043,False
renault,koleos,2013,42466,28352,SUV,Dubai,0.18009781076861864,False
chrysler,other,2024,30371,132793,Sedan,Dubai,0.1616362763337344,False
mercedes-benz,c-class,2015,33839,42683,Sedan,Dubai,0.18268707197299294,False
nissan,patrol,2014,179069,98013,SUV,Sharjah,0.18873556386924256,False
mitsubishi,pajero,2022,14097,215466,SUV,Dubai,0.17162273753242957,False
toyota,prado,2015,93265,49846,SUV,Dubai,0.19661470301325018,False
audi,a5,2010,99347,163273,Sedan,Dubai,0.20248420921395643,False
bmw,5-series,2024,93932,238038,Sedan,Dubai,0.1381258785462201,False
bmw,x5,2005,58803,74536,SUV,Dubai,0.13165007766501868,False
mercedes-benz,cla,2015,113735,230906,Sedan,Dubai,0.19276668611945352,False
land-rover,range-rover-sport,2012,23168,81639,SUV,Dubai,0.17623010375233322,False
mini,cooper,2009,101471,109585,Hatchback,Dubai,0.1513155907007202,False
bmw,x5,2023,145105,72884,SUV,Dubai,0.1770562589245835,False
bentley,continental-gt,2008,348095,201678,Coupe,Dubai,-0.0190161419502769,True
nissan,patrol,2008,188973,171525,SUV,Dubai,0.17205390906047546,False
hyundai,tucson,2005,38351,137201,SUV,Dubai,0.15516254378273242,False
infiniti,q80,2014,130654,249357,SUV,Abu Dhabi,0.17850473346139134,False
honda,civic,2006,49689,180356,Sedan,Dubai,0.17060046297913867,False
bentley,bentayga,2015,826783,231933,SUV,Dubai,-0.018560577901514552,True
nissan,patrol,2005,139683,103162,SUV,Abu Dhabi,0.1613766367483625,False
land-rover,range-rover,2016,486792,269663,SUV,Dubai,0.12609267630570642,False
nissan,armada,2017,25044,24784,SUV,Dubai,0.154324478545868,False
rolls-royce,cullinan,2008,1934369,98461,SUV,Dubai,-0.05493431037461072,True
mercedes-benz,e-class,2021,57274,284082,Sedan,Dubai,0.16237035526268295,False
toyota,land-cruiser,2022,197217,55279,SUV,Dubai,0.163427405706481,False
ford,expedition,2012,90484,234958,SUV,Dubai,0.20010857397719461,False
bmw,x4,2010,169339,252636,SUV,Dubai,0.16906139644892115,False
infiniti,qx70,2007,123487,88431,SUV,Abu Dhabi,0.1882040985622047,False
lincoln,mkt,2024,35236,193859,SUV,Dubai,0.16409634689608177,False
hyundai,elantra,2017,33629,234064,Sedan,Dubai,0.19178217099875688,False
mercedes-benz,gle-class,2017,254173,202039,SUV,Dubai,0.16360031256412721,False
mercedes-benz,e-class,2012,57120,83991,Sedan,Dubai,0.20892287805111948,False
ferrari,sf90-stradale,2014,2749174,221786,Coupe,Dubai,-0.04617486745550459,True
mercedes-benz,gla,2007,91232,258224,SUV,Dubai,0.1642089858942542,False
bmw,7-series,2019,186310,276722,Sedan,Sharjah,0.14189169499154403,False
audi,q7,2006,62760,229741,SUV,Dubai,0.17411305523032888,False
mercedes-benz,g-class,2018,1675711,164525,SUV,Dubai,0.03183920924753947,False
audi,s7rs7,2009,80719,13685,Sedan,Dubai,0.13602198484758254,False
nissan,patrol,2012,57512,78392,SUV,Sharjah,0.18283114412230095,False
porsche,cayenne,2007,205323,241870,SUV,Dubai,0.03232639389393566,False
suzuki,baleno,2013,53755,286980,Hatchback,Dubai,0.158427654029839,False
bentley,continental-gt,2011,353728,258175,Coupe,Dubai,0.040714692031890265,False
porsche,carrera,2008,1019668,193219,Coupe,Dubai,0.008026820806963597,False
mercedes-benz,cla,2013,75094,264894,Sedan,Dubai,0.1849242065291969,False
cadillac,escalade,2020,207420,268649,SUV,Dubai,0.1495947660818534,False
jeep,grand-cherokee,2009,174586,18872,SUV,Dubai,0.13505653251715594,False
mercedes-benz,c-class,2008,179652,138608,Sedan,Dubai,0.17375232771429427,False
audi,s3rs3,2023,224830,13523,Hatchback,Dubai,0.08643857815180755,False
ferrari,458-italia,2013,507637,54458,Coupe,Dubai,0.05229486726261834,False
ferrari,458-spider,2012,779535,222964,Hard Top Convertible,Dubai,0.04409669002466843,False
nissan,patrol,2022,120955,257427,SUV,Dubai,0.1564495232712243,False
nissan,patrol,2015,103153,87796,SUV,Sharjah,0.1915280761696363,False
toyota,land-cruiser,2021,323531,36366,SUV,Dubai,0.134694855953359,False
dodge,challenger,2019,92660,14666,Coupe,Sharjah,0.14420537784307202,False
mercedes-benz,e-class,2020,111397,220057,Sedan,Ajman,0.17290414349840444,False
mercedes-benz,e-class,2022,370632,19037,Sedan,Dubai,0.10809206967512541,False
cadillac,escalade,2017,404385,298981,SUV,Dubai,0.11212544896317223,False
volkswagen,other,2009,140412,107027,SUV,Dubai,0.18718474574582294,False
jeep,wrangler,2007,81537,150378,Other,Abu Dhabi,0.19576230598626276,False
toyota,prado,2005,81660,262601,SUV,Dubai,0.14987296058402555,False
ferrari,f8-tributo,2019,1345563,237337,Sports Car,Dubai,0.0016756171953540289,False
mercedes-benz,s-class,2006,807188,15212,Sedan,Dubai,0.03767486020924404,False
jeep,wrangler,2014,124994,238407,SUV,Dubai,0.20167133997996162,False
nissan,pathfinder,2014,77313,269006,SUV,Abu Dhabi,0.19110961823104455,False
land-rover,range-rover-sport,2017,288478,108151,SUV,Dubai,0.1817552729164783,False
jaguar,xf,2017,151475,254339,Sedan,Dubai,0.19121712701707688,False
bmw,x5,2019,63844,80466,SUV,Abu Dhabi,0.20567878358563507,False
mercedes-benz,s-class,2006,31187,104701,Sedan,Dubai,0.17817630896617043,False
ford,explorer,2007,16919,85637,SUV,Sharjah,0.1761496578808921,False
mitsubishi,pajero,2012,53422,190017,SUV,Dubai,0.20991763545705777,False
mercedes-benz,glc,2022,250092,139307,SUV,Dubai,0.14437078942733328,False
lexus,ux-200,2013,117726,203420,SUV,Sharjah,0.19743659321232337,False
hyundai,tucson,2021,31803,124506,SUV,Sharjah,0.18053933443510511,False
maserati,levante,2018,276415,77866,SUV,Dubai,0.06151329173132569,False
lexus,ux-200,2012,187291,292631,Hatchback,Dubai,0.12704272168259712,False
toyota,land-cruiser,2008,161542,245062,Pick Up Truck,Dubai,0.17806959150463958,False
rolls-royce,cullinan,2005,2779772,286130,SUV,Dubai,-0.10823977428623732,True
mercedes-benz,gle-coupe,2008,561576,237107,SUV,Dubai,0.12262651677370451,False
mercedes-benz,e-class,2019,388266,76071,Sedan,Dubai,0.12525317920362455,False
toyota,hilux,2010,57957,70107,Pick Up Truck,Dubai,0.19646544609010452,False
maserati,levante,2016,229165,59370,SUV,Dubai,0.05558389619546633,False
bmw,3-series,2008,39717,179945,Sedan,Dubai,0.1919768164246155,False
land-rover,range-rover,2019,132356,91752,Sports Car,Sharjah,0.18367856681262656,False
infiniti,qx50,2012,104096,251419,Other,Abu Dhabi,0.19485310314278814,False
kia,sorento,2008,65977,190558,SUV,Dubai,0.2006943979685647,False
mercedes-benz,e-class,2013,56035,233839,Coupe,Dubai,0.2038427153371259,False
land-rover,range-rover-velar,2024,268593,54613,SUV,Dubai,0.087513328199054,False
land-rover,range-rover,2022,176161,269750,SUV,Dubai,0.1415831191126231,False
toyota,hiace,2014,17818,289921,Hatchback,Abu Dhabi,0.1451559280770966,False
nissan,van,2020,39822,274625,Van,Dubai,0.16288789072046284,False
lamborghini,aventador,2013,2556296,203835,Hard Top Convertible,Dubai,-0.06411558104415715,True
mitsubishi,pajero,2017,94995,255187,SUV,Dubai,0.20192437395200769,False
nissan,kicks,2024,44323,80305,SUV,Dubai,0.1365993840372945,False
mercedes-benz,s-class,2021,542035,220729,Sedan,Dubai,0.12344017295805676,False
dodge,challenger,2014,31085,137850,Sedan,Dubai,0.216535278829106,False
mercedes-benz,s-class,2014,65608,223859,Sedan,Dubai,0.08009105282259721,False
toyota,fj-cruiser,2018,112624,12601,SUV,Dubai,0.17017658470148178,False
bmw,x6,2020,140137,235075,SUV,Sharjah,0.16894867845405537,False
land-rover,defender,2014,641033,179216,SUV,Dubai,0.13940757167251067,False
honda,civic,2010,63674,67918,Sedan,Dubai,0.19467360512301113,False
bmw,7-series,2012,217106,70715,Sedan,Dubai,0.18299397497441877,False
chevrolet,camaro,2024,75546,152046,Sports Car,Dubai,0.1644669007514219,False
nissan,patrol,2006,210769,17048,SUV,Dubai,0.1107191366333049,False
toyota,fortuner,2024,98668,50718,SUV,Sharjah,0.12209933201520373,False
ford,explorer,2005,53153,203033,SUV,Dubai,0.15949355790310576,False
gmc,yukon,2011,187135,256961,SUV,Dubai,0.16856587759670083,False
bmw,7-series,2014,444220,65273,Sedan,Dubai,0.14726344704804556,False
honda,hr-v,2008,83500,249302,SUV,Ajman,0.17915692703686215,False
bmw,x5,2017,473541,68459,SUV,Dubai,0.1468960719512577,False
mercedes-benz,g-class,2012,1133333,192827,SUV,Dubai,0.07988302368339317,False
ford,f-series-pickup,2016,117370,273821,Utility Truck,Sharjah,0.16259418950496463,False
land-rover,range-rover-sport,2010,53913,256318,SUV,Dubai,0.1610555336718838,False
hyundai,h1,2017,27562,265446,Van,Dubai,0.17806173578311646,False
toyota,land-cruiser,2014,387433,219221,SUV,Dubai,0.15885209333795836,False
dodge,charger,2011,111926,203960,Sedan,Abu Dhabi,0.20748728196978306,False
toyota,prado,2023,43074,251105,SUV,Dubai,0.16097839396400598,False
bmw,5-series,2018,73378,278409,Sedan,Dubai,0.16892274291907927,False
volkswagen,id4,2011,124839,143763,Wagon,Abu Dhabi,0.20532593582034753,False
nissan,maxima,2017,42476,135546,Sedan,Sharjah,0.21021368082839847,False
infiniti,q50,2014,110841,207470,Sedan,Dubai,0.21479508429511596,False
toyota,prado,2007,278320,43167,SUV,Dubai,0.11630764377089542,False
land-rover,range-rover,2011,368311,217919,SUV,Dubai,0.16248544252478192,False
volkswagen,arteon,2011,110244,66930,Sedan,Dubai,0.19570935664338313,False
nissan,patrol,2006,69360,128647,SUV,Sharjah,0.15329480588646865,False
mercedes-benz,gls-class,2024,1338458,173840,SUV,Dubai,0.015469303718312788,False
nissan,patrol,2008,149605,56252,SUV,Abu Dhabi,0.15613112773362697,False
mercedes-benz,s-class,2017,215442,251182,Sedan,Dubai,0.17520690192349586,False
renault,fluence,2023,37873,204768,Sedan,Dubai,0.16233883794734305,False
nissan,maxima,2022,93793,48400,Sedan,Sharjah,0.1775029979556882,False
nissan,x-trail,2013,40437,162576,SUV,Dubai,0.20515863865202005,False
mercedes-benz,m-class,2010,88122,195998,SUV,Dubai,0.20784245913677868,False
mercedes-benz,s-class,2018,299561,102553,Sedan,Dubai,0.17856977865402102,False
jaguar,xf,2024,45611,30439,Sedan,Dubai,0.11914386759311957,False
mercedes-benz,glc,2008,197848,278428,SUV,Dubai,0.13033920319435305,False
toyota,camry,2017,11843,119933,Sedan,Sharjah,0.1863278231571815,False
ford,explorer,2007,59923,44420,SUV,Abu Dhabi,0.16916345407506972,False
infiniti,qx60,2007,80701,288429,SUV,Sharjah,0.15216688234040265,False
nissan,altima,2014,38977,262630,Sedan,Dubai,0.18287144029250685,False
bmw,3-series,2021,40561,115623,Coupe,Dubai,0.19528511514014735,False
maserati,levante,2016,448334,154617,SUV,Dubai,0.020515036115343777,False
dodge,durango,2007,42492,284377,SUV,Dubai,0.12408589084551258,False
toyota,hilux,2011,81348,106666,Pick Up Truck,Dubai,0.20313722207731416,False
lincoln,continental,2019,124046,142787,Sedan,Dubai,0.20811736487392768,False
ferrari,f12,2021,680424,29267,Sports Car,Dubai,-0.037867966093773076,True
jeep,gladiator,2007,191242,230196,Pick Up Truck,Dubai,0.17586064453550543,False
ford,ecosport,2013,18607,37308,SUV,Dubai,0.17522880177469086,False
